,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
SH3PXD2B,1502.1400051241617,-0.2016921662066391,0.10037245754615613,-2.0094373609801397,0.04449077138527295,0.21461376622651615,SH3PXD2B
CLIP1,1501.1163395976344,0.259641858285321,0.12921119273888523,2.0094378264119492,0.044490722068979444,0.21461376622651615,CLIP1
RNF44,1812.8656192367391,-0.169168645639127,0.08419247234205832,-2.009308444486894,0.04450443291418249,0.21461376622651615,RNF44
ZSCAN20,235.97192359782443,-0.30505863899198565,0.15187428221255084,-2.008626046146842,0.044576806947088876,0.21488670949759087,ZSCAN20
TRIQK,441.63049306787525,-0.25798198496357355,0.12846422600244334,-2.0082009831956396,0.04462193858587151,0.21502818159014064,TRIQK
KIF22,2646.8659789469666,-0.31565632254802867,0.15721340141052664,-2.0078207055883537,0.04466234774302578,0.21514680456267335,KIF22
ZFY,81.75175672560725,0.5335001545766667,0.26591210860515685,2.0063025989118892,0.044823972919671023,0.21584905729398318,ZFY
TRIM66,1219.303981831002,0.18506619887610656,0.0922896386760636,2.0052760150647946,0.044933547489855154,0.21630025351741936,TRIM66
PLOD3,2371.8790697457675,-0.21705986560621682,0.10825893929404468,-2.0050063950530252,0.044962363370150076,0.216362513667098,PLOD3
RAB11B-AS1,58.25555547443937,0.6485699239311156,0.3235269686552205,2.004685812212119,0.04499664622695379,0.21645102808961564,RAB11B-AS1
BCL11B,48.76058784248237,-0.6986571608417965,0.34858386090028215,-2.0042728284590843,0.04504084284402325,0.2165871521581817,BCL11B
SLF2,2171.026959065867,-0.1856223897066938,0.09263053491484995,-2.0039006562719957,0.045080703247815726,0.2166359414978948,SLF2
KDM1B,935.2987897100529,-0.23003545063356162,0.11479495717064313,-2.0038811486432553,0.04508279337491975,0.2166359414978948,KDM1B
NDC80,954.4356828340865,-0.3831814974871569,0.19123719649272827,-2.0036975259764764,0.04510247146278137,0.21663939594701492,NDC80
ADCK1,95.38723697207253,0.4754876886186533,0.23731931629317418,2.0035776945828383,0.045115317206318825,0.21663939594701492,ADCK1
HM13,3106.4005577032653,0.2712105797554575,0.13540511538974395,2.0029566754167094,0.04518193894516008,0.21688285914373354,HM13
ECHDC1,702.8019057153329,0.22984223871845497,0.1148150563037484,2.001847546112741,0.04530113054376884,0.21737840838244554,ECHDC1
MYPOP,296.15955917783623,0.2920104948109773,0.14592077565508083,2.001157775512481,0.04537538971848495,0.21758146220870134,MYPOP
RGL3,2642.2372980625137,0.1811168603397108,0.09050458022273165,2.0011899938542608,0.04537191888035785,0.21758146220870134,RGL3
CHMP1A,2848.409012703077,0.15214516938448722,0.07604426660558987,2.0007447790061703,0.04541990109441363,0.2177182662242072,CHMP1A
RPS11,14208.203302652379,-0.13728715909972405,0.06862368174471262,-2.0005799107434497,0.04543768031671246,0.21772687968855922,RPS11
KLLN,29.637276979086568,0.8690356107125127,0.43456961826113194,1.9997615438231373,0.04552601899600851,0.21801721007386876,KLLN
CSKMT,45.06727187821141,-0.6549432499990165,0.3275171282255566,-1.9997221322359848,0.045530276933139296,0.21801721007386876,CSKMT
ATP10D,129.8313847921671,0.4476185221081985,0.22389502773504663,1.999233867033002,0.045583055820417856,0.2181932429520564,ATP10D
REL,586.1837884495718,-0.2707897439089656,0.13547195610445803,-1.9988619910394476,0.04562328822686359,0.21830911679471818,REL
BRPF1,1027.9974433059704,0.2238711194603008,0.11202770825655063,1.9983548975903496,0.0456781977132191,0.2184951149744325,BRPF1
ZC3H14,1244.6966347169225,0.23632426358574674,0.11828476461533093,1.9979264815235271,0.04572463117715174,0.21864045297519766,ZC3H14
DMTN,1653.0410376392417,0.19530721887194535,0.09777155913293932,1.997587239110992,0.045761427847384746,0.21866290128548663,DMTN
UFSP1,26.687038697211065,0.8571143220757989,0.4290465314810493,1.9977188001429094,0.04574715483196353,0.21866290128548663,UFSP1
ALS2,993.7769621636038,0.19411265040488812,0.09721474563608237,1.9967408147271948,0.045853345907649085,0.21901187595422597,ALS2
DUT,894.3720869408581,-0.2131348010377063,0.1067557766297346,-1.99647089615516,0.045882690594829405,0.21901187595422597,DUT
GCLM,654.3485036523372,0.24534225568470427,0.12288185601556002,1.9965702312767608,0.045871889357789734,0.21901187595422597,GCLM
CLHC1,118.81807360028681,0.4616462788491437,0.23126765732993898,1.9961558143451685,0.04591696529483687,0.21909871040685205,CLHC1
ENSG00000259959,202.17917760118848,0.3656777273403668,0.18322881059246002,1.9957436069031311,0.04596183791296779,0.21923603567519617,ENSG00000259959
ENPEP,160.67608954272274,0.4203270848105391,0.21068561584835574,1.9950440523337676,0.04603807547212115,0.21952282189594205,ENPEP
PJA1,397.67849714495037,0.25827086936368926,0.1294784925108054,1.994700929516427,0.046075507959938374,0.2196244383968651,PJA1
AMT,252.97446739755955,0.31106577197276886,0.15596579525088888,1.9944486640316479,0.0461030448452297,0.2196788317336706,AMT
YRDC,681.058462402409,0.2485298447128825,0.12462823482817902,1.9941696603143158,0.046133516571475804,0.2197471665221031,YRDC
TUBB,20228.432780254338,-0.18157318583127238,0.09109582393589395,-1.993210862871708,0.04623836210597172,0.22016959348816945,TUBB
SF3B3,4377.506403916194,-0.189316472737927,0.09501282234534479,-1.9925360395022798,0.046312275007175586,0.22036748949449983,SF3B3
NXPE3,162.6264711206696,0.3490460529355033,0.17516787454143765,1.9926373705752367,0.046301169947109866,0.22036748949449983,NXPE3
PROSER1,1087.0426696727727,0.19557591933913868,0.0981631318634336,1.9923561486529136,0.04633199510297228,0.22038434681836291,PROSER1
SCDP1,91.95564720856983,-0.5141122574043419,0.25808238407890494,-1.9920470714776082,0.04636589344263147,0.22039370975248135,SCDP1
VDR,353.8874892851831,0.33667495793175656,0.16900986893339345,1.9920431869244255,0.04636631961760343,0.22039370975248135,VDR
PPARG,768.1899187371946,0.20900047523116164,0.10494276319500885,1.9915663440535538,0.046418659182759475,0.22056553681434685,PPARG
ZNF337-AS1,92.1841698985137,0.5264637203335092,0.26441025636851845,1.991086607471675,0.046471366551747405,0.22073899112080017,ZNF337-AS1
CCT4,6112.242842247866,-0.1830639685753847,0.09197321927183906,-1.9904051421133235,0.04654632392190669,0.2208640093305938,CCT4
THRAP3,4145.132255099154,0.16400552732406865,0.08239310234040334,1.9905249670838625,0.046533136477686,0.2208640093305938,THRAP3
POLD1,1489.45981409677,-0.2153076349594775,0.10817184179110448,-1.9904221967050146,0.04654444677159619,0.2208640093305938,POLD1
LSM14A,2964.801053753315,-0.16143246205966016,0.08115313714345154,-1.9892325514699656,0.04667554052635282,0.22140003084627594,LSM14A
GPD2,2707.3390252216273,-0.17079111716942735,0.08587559314232412,-1.9888202330826439,0.04672104867992891,0.22148114062909144,GPD2
MIPOL1,234.17132481699613,-0.36247455509137794,0.18225947640847223,-1.988783037426352,0.046725155851722,0.22148114062909144,MIPOL1
KCNC3,388.214859058025,0.2641560913674208,0.1328447915759197,1.98845651556055,0.04676122367945746,0.22154206501516394,KCNC3
BCL9L,8904.52223436876,0.21672371046217817,0.10899554072806471,1.9883722674754811,0.04677053358170825,0.22154206501516394,BCL9L
RALB,1674.6108292031165,-0.2036294662839176,0.10242167495386739,-1.9881481764053952,0.04679530453752843,0.22158235443682645,RALB
SNHG3,1530.2115378572198,-0.17957973668433772,0.09036085672598906,-1.9873620413858697,0.04688229096454001,0.2219171125121364,SNHG3
TAF13,312.2028993313364,0.3800923198173805,0.19129719895309247,1.9869204666743816,0.04693121118010302,0.22207151438226588,TAF13
MT-ND2,70317.70804556161,0.2012552604826105,0.10131316063480432,1.9864671008346062,0.046981482361088026,0.2222321993767716,MT-ND2
KDM5C,3785.248701293822,-0.16024565608727345,0.08068793562577331,-1.9859927614269988,0.04703412766923359,0.22240399904129438,KDM5C
SPCS3,3180.3912389688307,0.30528731814313115,0.15384538562726965,1.9843774767659839,0.047213774966562316,0.22317600845575242,SPCS3
INAFM2,53.01178940700917,0.5863991913612067,0.29563555569981853,1.9835205206393467,0.04730931722493217,0.22333776153901394,INAFM2
SNHG29,11612.49855159304,-0.13920569484308723,0.07018247043116019,-1.9834823993497037,0.047313571151845715,0.22333776153901394,SNHG29
SUN1,6872.401883155989,-0.14707241865931764,0.07414352234918524,-1.9836179075316593,0.0472984513530133,0.22333776153901394,SUN1
NUDT16,567.0890863702984,0.26141583264396395,0.13176945363699627,1.9838879605900372,0.0472683313574154,0.22333776153901394,NUDT16
RACGAP1,2838.347425587774,-0.3336456570269301,0.1682591736085094,-1.9829269921604833,0.04737558512737663,0.22355302950822717,RACGAP1
RASA4CP,22.581147908792104,-0.9226194600903906,0.4654004427609272,-1.9824206754447236,0.04743217744851061,0.2237425738854086,RASA4CP
RANBP2,3903.1151144966157,0.2103755521409931,0.1061505438096924,1.9818603333597253,0.047494874577651995,0.22388327902122948,RANBP2
SMYD4,445.9011077330624,0.27587301873252945,0.13919694865724416,1.9818898430872485,0.04749157097306861,0.22388327902122948,SMYD4
SLC25A45,110.00505751465346,0.44877340492592155,0.22656351345490974,1.9807840992686387,0.047615490728962,0.22390950300333082,SLC25A45
RGS17,124.11976743889001,-0.3924699556482591,0.19813233479854034,-1.980847578701982,0.04760836929629158,0.22390950300333082,RGS17
DNAJC30,168.27184637708262,0.37824521198998,0.19091131298587977,1.9812613829645385,0.047561968653775225,0.22390950300333082,DNAJC30
THAP9,240.22042223385566,-0.3658384138689057,0.1846162781434697,-1.9816151508839537,0.04752233015001423,0.22390950300333082,THAP9
PPP1R26,1104.1274457371796,-0.18978407231826938,0.09580437698598644,-1.980954088830718,0.04759642248173834,0.22390950300333082,PPP1R26
TRIM46,118.49193948064165,-0.4294164100880551,0.2167132838508083,-1.9814955615903906,0.04753572661885639,0.22390950300333082,TRIM46
NARS2,326.0514894473309,-0.27846801885559286,0.14056292247379198,-1.9810915563989737,0.04758100702084589,0.22390950300333082,NARS2
PLEKHA7,258.0411511912028,-0.30244990122621324,0.15273197761187882,-1.9802657305649267,0.04767367738106139,0.22410576499730822,PLEKHA7
CTNS-AS1,88.13365438154732,0.5745367103298137,0.29017459306033655,1.9799690395718041,0.04770700769791152,0.22418508653627067,CTNS-AS1
GPC4,597.2638661781428,-0.22773766097449763,0.11506449176232558,-1.9792175456256913,0.04779151830611971,0.224504777201472,GPC4
CFAP251,173.06375404258253,-0.45574262294474127,0.23028284935580107,-1.9790558620394307,0.04780971716436569,0.22451284968292096,CFAP251
RNF26,1299.2761915818066,-0.24299410957263506,0.12284600784035564,-1.9780383086475037,0.047924385150797416,0.22497377632988047,RNF26
EPAS1,2355.1087763709907,0.22043890309955208,0.11150246766941736,1.976986767262493,0.04804312598033727,0.22545349818468297,EPAS1
LINC02878,92.3577384822061,-0.47784942427671495,0.24175155370322363,-1.976613663725724,0.04808531648036309,0.22557378319971982,LINC02878
STAT1,1917.3329068794949,0.2265323339366728,0.11464346630202686,1.975972475743851,0.04815789465311092,0.22568111415869627,STAT1
LRIG3,147.597417036358,-0.5046885377443714,0.2554126406050358,-1.9759732194492674,0.04815781041736972,0.22568111415869627,LRIG3
GPR137B,334.9787984183897,0.25726281351869495,0.1301768564758339,1.9762561524632711,0.0481257730099797,0.22568111415869627,GPR137B
ADCK5,447.6861539798551,0.2577556614004231,0.1304554682872978,1.9758133927569541,0.04817591602179374,0.22568793121213757,ADCK5
HNRNPLP2,256.6063454135197,-0.30881532528142136,0.1563404790546598,-1.9752742677310926,0.048237031763588324,0.22584378762733232,HNRNPLP2
CREBL2,566.4994140790268,0.32710309203630455,0.16560274691567628,1.9752274532188958,0.048242341774611834,0.22584378762733232,CREBL2
GNB2,4268.76404678522,-0.18507542199703791,0.09371426041039119,-1.9748907069912325,0.048280552226550526,0.2259201775729913,GNB2
HSPD1P11,24.732569060545515,-0.9287995815558522,0.47037425720487497,-1.9745969668389116,0.04831390355442669,0.2259201775729913,HSPD1P11
SLC44A2,2532.441706945948,-0.2506674376428891,0.1269524049370843,-1.9744993233260617,0.04832499430725219,0.2259201775729913,SLC44A2
SEC63,1322.7404231462656,0.2350392913507966,0.1190288488929871,1.974641387669881,0.04830885876090632,0.2259201775729913,SEC63
FASTKD5,496.4173711207649,0.2726927731951505,0.13812896093677363,1.9741897089921019,0.04836017572237294,0.22600709223529555,FASTKD5
ESYT2,5146.546107041865,-0.15749658417543344,0.07982665593675083,-1.9729823619346265,0.0484975719083041,0.2265714753452767,ESYT2
KLHL28,585.9863267007111,-0.22091382533137593,0.11199004807177258,-1.9726201491564312,0.04853885562240254,0.22660892054283407,KLHL28
KDM5B,1647.2471285791278,-0.1780492482951706,0.09025823278101576,-1.9726649061161339,0.04853375278706703,0.22660892054283407,KDM5B
DCP2,2380.7068741754506,-0.30645219692468284,0.15543274849426714,-1.9716063692715682,0.04865455954097472,0.22699351528311598,DCP2
SNAPC2,582.3209853081053,-0.22968159881898767,0.11648776045984101,-1.9717230197602613,0.04864123430068288,0.22699351528311598,SNAPC2
METTL2B,730.6669550318134,0.2117600641414834,0.10745050110807158,1.9707685116191251,0.04875035995333051,0.22736259967279068,METTL2B
RPP40,139.35876754546663,0.3717540219628688,0.18874818187503217,1.9695767041030494,0.048886903709366554,0.22768762025049594,RPP40
SLC37A3,870.0020255835816,0.21885640813208632,0.11111820373579509,1.9695819476389265,0.04888630226224392,0.22768762025049594,SLC37A3
SLC22A17,238.21256024735206,-0.34582519058397965,0.1755712460095156,-1.9697142809206734,0.04887112534904654,0.22768762025049594,SLC22A17
PARD6G,431.90266305440394,0.2610159289842357,0.13252051072514856,1.969626645384656,0.048881175567385575,0.22768762025049594,PARD6G
ZNF449,171.12359268441017,-0.3710381452262879,0.1885166681102072,-1.9681980853246266,0.049045250496060275,0.22819106813791978,ZNF449
TK1,3629.5564862125016,-0.21884688702050545,0.11118730003255291,-1.9682723382655436,0.04903671092218759,0.22819106813791978,TK1
MYO10,2296.7639030668597,-0.19581480253173136,0.0994882369243054,-1.9682206518617376,0.04904265506467913,0.22819106813791978,MYO10
ENSG00000258077,171.43961508054886,0.3697323932242347,0.18788200361339558,1.96789679752954,0.0490799133710839,0.22827438028483304,ENSG00000258077
RAI1,2224.674589873403,-0.17167995274333284,0.08726334244019579,-1.9673776862373833,0.049139684862655165,0.22832782683997782,RAI1
HIC2,589.2939180828131,-0.27288889639066616,0.13870814319584557,-1.967360315719657,0.049141685993893784,0.22832782683997782,HIC2
SMC4,4077.1196821644644,-0.289563912013779,0.1471800622142404,-1.9674126213663354,0.04913566044714644,0.22832782683997782,SMC4
APOBEC3B,310.0445259289622,-0.3573095705363329,0.18168912114731495,-1.9665985958874417,0.04922950548239867,0.22865787698149234,APOBEC3B
EARS2,949.3786441350703,-0.19233073980822415,0.09780725427496219,-1.9664261228265474,0.04924940835905156,0.2286723551722425,EARS2
CILK1,749.3699190758512,-0.23019074343661158,0.11707790003989947,-1.9661331759295642,0.04928322902997874,0.22875142387577524,CILK1
CDC42SE1,1427.7170902259888,0.22424729233942348,0.11413090912972981,1.964825252417179,0.049434466406784804,0.22937525063338873,CDC42SE1
CA13,170.72899929295355,0.3964605180009541,0.20182903746171443,1.964338347876033,0.04949086735330659,0.2295587626673802,CA13
THAP1,205.2411213107656,-0.31288757761205666,0.15933574239037218,-1.9636998762367006,0.049564906977832994,0.22966759447585677,THAP1
RGS3,919.6789591830506,-0.3878850306747871,0.19750972272595518,-1.9638781591171475,0.04954422326640488,0.22966759447585677,RGS3
FGFBP1,147.45498840620579,0.5056777574623262,0.25750460471646225,1.9637619995926945,0.04955769883691206,0.22966759447585677,FGFBP1
FDPS,2328.3926031252736,-0.20014064626178846,0.10196401815181695,-1.9628556219096203,0.049662952585692414,0.2299654667147817,FDPS
LRP3,541.4717283707829,0.2203875066725047,0.11227400840295895,1.9629432475726631,0.049652768813773715,0.2299654667147817,LRP3
RFNG,1171.5264047233916,0.1905606387910882,0.09709633433573543,1.9625935427405117,0.04969342163503642,0.23002836661029602,RFNG
NUDCD2,704.4356175344298,-0.26744073806718616,0.13630057032237125,-1.9621395378951736,0.04974624086472712,0.23017990133377927,NUDCD2
ECE2,164.1655790732186,-0.37426672637207936,0.19076249299631923,-1.9619513275038865,0.049768151188946196,0.23017990133377927,ECE2
HOMER3,488.61726060875407,0.26295737858000107,0.1340435061727904,1.9617315757246212,0.0497937436123209,0.23017990133377927,HOMER3
RBM26-AS1,60.88629467562316,-0.6016942482563412,0.3067114722524049,-1.9617598384490276,0.0497904515002835,0.23017990133377927,RBM26-AS1
GDAP1,283.6923658804708,-0.32947247836890103,0.16805399164489168,-1.960515636338448,0.049935552194870156,0.23052254407004952,GDAP1
RSPH3,1777.0242941577133,0.19872283054693798,0.10135923233073445,1.9605794753704013,0.04992809857295137,0.23052254407004952,RSPH3
ZNHIT2,216.37934702453109,0.3142868706385381,0.16030247498475594,1.9605865141410037,0.04992727680783213,0.23052254407004952,ZNHIT2
SAE1,2872.1143332360807,0.1676001211019847,0.08546966081155677,1.9609311597890728,0.04988705385352962,0.23052254407004952,SAE1
ZNF670-ZNF695,161.31637692613285,-0.34429520626634963,0.17564554797128945,-1.9601704127600614,0.04997587545734132,0.23063053907701928,ZNF670-ZNF695
PSMB10,42.7343878528722,0.8124026086553509,0.4147453872871621,1.9587984183965335,0.0501363988984912,0.23066807233844835,PSMB10
EMB,427.67032358424245,0.31338676265266224,0.15993103418168247,1.9595118874592738,0.05005286910912994,0.23066807233844835,EMB
